Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Added
Invasion Tactics,TLA,Avatar: The Last Airbender,183,normal,uncommon,7,109403,27c6330d-49f6-4707-b4d4-d1411fa422eb,0.21,false,false,near_mint,en,AUD,2026-09-01T12:31:08.860Z
Kyoshi Island Plaza,TLA,Avatar: The Last Airbender,184,normal,uncommon,4,109752,9c25ea98-9823-4487-bf6b-ee29ce5a4ed8,0.43,false,false,near_mint,en,AUD,2026-09-01T12:31:40.322Z
Leaves from the Vine,TLA,Avatar: The Last Airbender,185,normal,uncommon,6,109520,b18995c2-efe3-46ca-8204-e2dc0e42f6e3,0.24,false,false,near_mint,en,AUD,2026-09-01T12:32:12.186Z
Origin of Metalbending,TLA,Avatar: The Last Airbender,187,normal,common,1,109400,25749f9a-260d-4bdc-bd28-429c12faa4a5,0.3,false,false,near_mint,en,AUD,2026-09-01T23:41:04.678Z
Ostrich-Horse,TLA,Avatar: The Last Airbender,188,normal,common,11,108215,5ca3fd45-9301-44ef-afc0-4d7999d66d36,0.18,false,false,near_mint,en,AUD,2026-09-01T23:41:26.196Z
Pillar Launch,TLA,Avatar: The Last Airbender,189,normal,common,10,108303,f177e9cc-0c41-417d-9215-5ff23a1a0657,0.25,false,false,near_mint,en,AUD,2026-09-01T23:41:49.593Z
Raucous Audience,TLA,Avatar: The Last Airbender,190,normal,common,11,108279,ccd03ec3-0fae-48b2-9f04-9c57d2f94267,0.24,false,false,near_mint,en,AUD,2026-09-01T23:42:11.141Z
Rebellious Captives,TLA,Avatar: The Last Airbender,191,normal,common,13,108293,e64a4a8b-323c-4c8b-92af-1a3295799e65,0.12,false,false,near_mint,en,AUD,2026-09-01T23:42:29.862Z
Rockalanche,TLA,Avatar: The Last Airbender,192,normal,uncommon,6,109701,52b213d3-6f68-43e6-91e9-435d8fe1f34c,0.36,false,false,near_mint,en,AUD,2026-09-01T23:42:57.802Z
Rocky Rebuke,TLA,Avatar: The Last Airbender,193,normal,common,15,108211,52fd910f-6d42-41f5-a4be-f375aa254ea2,0.19,false,false,near_mint,en,AUD,2026-09-01T23:43:29.086Z
Saber-Tooth Moose-Lion,TLA,Avatar: The Last Airbender,194,normal,common,9,108266,b15f302d-c451-4e79-a5af-75ee3ba4cadf,0.17,false,false,near_mint,en,AUD,2026-09-01T23:43:48.821Z
Seismic Sense,TLA,Avatar: The Last Airbender,195,normal,uncommon,4,109506,a7b93c2a-c478-4734-8aca-03f3e9c11b20,0.43,false,false,near_mint,en,AUD,2026-09-01T23:44:04.235Z
Shared Roots,TLA,Avatar: The Last Airbender,196,normal,uncommon,1,109570,e7847ba5-e85e-417f-96c0-aef2e6f83994,0.6,false,false,near_mint,en,AUD,2026-09-01T23:44:15.853Z
Sparring Dummy,TLA,Avatar: The Last Airbender,197,normal,uncommon,4,109435,520f5a03-ff5a-43ed-8f15-cf24596d60cd,0.19,false,false,near_mint,en,AUD,2026-09-01T23:44:24.441Z
Flexible Waterbender,TLA,Avatar: The Last Airbender,50,normal,common,9,108163,1447ebce-7e48-4b21-a39c-740920538bdd,0.24,false,false,near_mint,en,AUD,2026-09-01T23:50:56.456Z
Fire Nation Engineer,TLA,Avatar: The Last Airbender,99,normal,uncommon,7,108217,5daba108-277d-46c8-ac35-7610f4786813,0.21,false,false,near_mint,en,AUD,2026-09-01T23:54:40.590Z
Avatar Destiny,TLA,Avatar: The Last Airbender,165,normal,rare,2,109697,4d74da72-8443-4fce-9d64-d2041f6a3292,0.42,false,false,near_mint,en,AUD,2026-09-01T23:57:07.643Z
True Ancestry,TLA,Avatar: The Last Airbender,199,normal,uncommon,2,109486,8c55b333-dc8b-4332-895b-eec5eb45543f,0.36,false,false,near_mint,en,AUD,2026-09-02T00:04:29.263Z
Turtle-Duck,TLA,Avatar: The Last Airbender,200,normal,common,15,108264,aefcd734-3916-4c77-9d98-3ea2c2795658,0.25,false,false,near_mint,en,AUD,2026-09-02T00:04:53.876Z
Unlucky Cabbage Merchant,TLA,Avatar: The Last Airbender,201,normal,uncommon,2,109374,0a838009-b115-4497-b35d-682e41ead7db,0.33,false,false,near_mint,en,AUD,2026-09-02T00:05:03.445Z
Walltop Sentries,TLA,Avatar: The Last Airbender,202,normal,common,11,109818,e55f1c63-58f6-4e2b-aaeb-f2d5faca47a2,0.28,false,false,near_mint,en,AUD,2026-09-02T00:05:20.602Z
Abandon Attachments,TLA,Avatar: The Last Airbender,205,normal,common,2,108228,74ca45a4-97ab-4255-9129-884e8b42b984,0.39,false,false,near_mint,en,AUD,2026-09-02T00:05:41.372Z
Air Nomad Legacy,TLA,Avatar: The Last Airbender,206,normal,uncommon,6,109635,10874416-fa4c-4aa3-b885-4351d011d208,0.36,false,false,near_mint,en,AUD,2026-09-02T00:05:53.437Z
Beifong's Bounty Hunters,TLA,Avatar: The Last Airbender,209,normal,rare,1,109431,4f88ec3a-44a7-4ae5-a68c-24294dabaeed,0.44,false,false,near_mint,en,AUD,2026-09-02T00:06:10.526Z
Bitter Work,TLA,Avatar: The Last Airbender,210,normal,uncommon,5,109686,3e8de6a9-9859-4ed2-8ece-ef80a7209be9,0.37,false,false,near_mint,en,AUD,2026-09-02T00:06:21.060Z
Cat-Owl,TLA,Avatar: The Last Airbender,212,normal,common,11,108285,d7df3391-dbe5-4eb4-85c1-037c5f3ea971,0.3,false,false,near_mint,en,AUD,2026-09-02T00:06:41.448Z
Cruel Administrator,TLA,Avatar: The Last Airbender,213,normal,uncommon,5,109753,9d70707b-2e25-40b1-80a8-9a5492bca7e2,0.24,false,false,near_mint,en,AUD,2026-09-02T00:06:54.978Z
Dragonfly Swarm,TLA,Avatar: The Last Airbender,215,normal,uncommon,7,109387,16be5cc4-b15a-4c5e-8a6e-05c87b519127,0.29,false,false,near_mint,en,AUD,2026-09-02T00:07:11.835Z
Earth Kingdom Soldier,TLA,Avatar: The Last Airbender,216,normal,common,9,108180,2d543d35-945a-4ffa-beb7-7c5d4f894f79,0.15,false,false,near_mint,en,AUD,2026-09-02T00:07:30.574Z
Earth Rumble Wrestlers,TLA,Avatar: The Last Airbender,218,normal,common,7,109466,74fca0b8-12e1-405f-b999-160d65fe0ade,0.14,false,false,near_mint,en,AUD,2026-09-02T00:07:48.480Z
Earth Village Ruffians,TLA,Avatar: The Last Airbender,219,normal,common,12,108212,56d4e0b7-232f-4953-84a3-e6f17781aa45,0.12,false,false,near_mint,en,AUD,2026-09-02T00:08:16.370Z
Guru Pathik,TLA,Avatar: The Last Airbender,223,normal,uncommon,6,109395,224a2241-0dce-4008-8d9c-86db40ec5f8b,0.3,false,false,near_mint,en,AUD,2026-09-02T02:57:42.138Z
"Hama, the Bloodbender",TLA,Avatar: The Last Airbender,224,normal,uncommon,4,109461,6fa1197d-7b19-4d86-81e2-5c87de87757b,0.3,false,false,near_mint,en,AUD,2026-09-02T02:58:03.920Z
"Hei Bai, Spirit of Balance",TLA,Avatar: The Last Airbender,225,normal,uncommon,6,108153,060d24e0-1567-41f1-ae8c-2d3b1834df3c,0.18,false,false,near_mint,en,AUD,2026-09-02T02:58:34.941Z
Hermitic Herbalist,TLA,Avatar: The Last Airbender,226,normal,uncommon,3,109707,5d0ee441-a057-41b5-abb8-dc86864ac248,0.33,false,false,near_mint,en,AUD,2026-09-02T02:58:49.420Z
"Iroh, Grand Lotus",TLA,Avatar: The Last Airbender,227,normal,rare,1,109482,879b73d3-4552-4fdc-baee-c4d097ae9a4f,0.64,false,false,near_mint,en,AUD,2026-09-02T02:58:59.921Z
"Long Feng, Grand Secretariat",TLA,Avatar: The Last Airbender,233,normal,uncommon,7,108257,a3eb92fe-bc59-4472-9028-f368bd015609,0.3,false,false,near_mint,en,AUD,2026-09-02T03:04:56.907Z
Messenger Hawk,TLA,Avatar: The Last Airbender,234,normal,common,11,109713,6a2946c0-0a40-4cdb-92c8-af2bafecca09,0.15,false,false,near_mint,en,AUD,2026-09-02T03:05:21.702Z
Platypus-Bear,TLA,Avatar: The Last Airbender,236,normal,common,14,109474,7ebf742a-3995-4b22-9dc7-b05f57889683,0.14,false,false,near_mint,en,AUD,2026-09-02T03:05:48.210Z
Pretending Poxbearers,TLA,Avatar: The Last Airbender,237,normal,common,17,108282,d1af91a5-8681-4a05-910d-96f7a819bfaa,0.08,false,false,near_mint,en,AUD,2026-09-02T03:06:09.891Z
"Professor Zei, Anthropologist",TLA,Avatar: The Last Airbender,238,normal,uncommon,5,109662,27baccc0-7e25-4f39-be0d-31cd98ca0dc5,0.29,false,false,near_mint,en,AUD,2026-09-02T03:06:22.790Z
Sandbender Scavengers,TLA,Avatar: The Last Airbender,239,normal,rare,1,109922,9bfe0f7c-6dac-41d4-a013-109445158a5e,0.24,false,false,near_mint,en,AUD,2026-09-02T03:06:31.943Z
"Sokka, Bold Boomeranger",TLA,Avatar: The Last Airbender,240,normal,rare,2,108114,4a1f1472-55b4-450d-8e4d-7297130a0cf3,0.44,false,false,near_mint,en,AUD,2026-09-02T03:07:01.833Z
"Sokka, Lateral Strategist",TLA,Avatar: The Last Airbender,241,normal,uncommon,7,108161,1326c5db-4615-495f-8e30-376243d91352,0.26,false,false,near_mint,en,AUD,2026-09-02T03:07:22.020Z
"Suki, Kyoshi Warrior",TLA,Avatar: The Last Airbender,243,normal,uncommon,2,108190,3e311480-04f8-4b8f-938e-1cc6d06b9902,0.28,false,false,near_mint,en,AUD,2026-09-02T03:07:40.194Z
Sun Warriors,TLA,Avatar: The Last Airbender,244,normal,uncommon,4,109567,e477d750-42d2-48c8-bc1f-8148d15d5f53,0.29,false,false,near_mint,en,AUD,2026-09-02T03:07:54.040Z
Tolls of War,TLA,Avatar: The Last Airbender,245,normal,uncommon,4,109556,d822b9ad-a787-4355-88c2-07ae2bd3a78e,0.24,false,false,near_mint,en,AUD,2026-09-02T03:08:09.152Z
Uncle Iroh,TLA,Avatar: The Last Airbender,248,normal,uncommon,5,109443,5c88672c-0eba-4e93-a0ec-30bbb1bb7661,0.37,false,false,near_mint,en,AUD,2026-09-02T03:08:36.163Z
Vindictive Warden,TLA,Avatar: The Last Airbender,249,normal,common,15,108159,0f34de05-39a9-425f-a3b4-3a9d46c917ac,0.15,false,false,near_mint,en,AUD,2026-09-02T03:09:04.139Z
Wandering Musicians,TLA,Avatar: The Last Airbender,250,normal,common,9,109916,3da81dbd-dc80-47ff-a33b-270d23a24e0a,0.19,false,false,near_mint,en,AUD,2026-09-02T03:09:37.411Z
White Lotus Reinforcements,TLA,Avatar: The Last Airbender,251,normal,uncommon,4,109428,4c7e3e2f-d7ac-4d40-ab84-cb7efe06a316,0.32,false,false,near_mint,en,AUD,2026-09-02T03:09:56.650Z
"Zhao, Ruthless Admiral",TLA,Avatar: The Last Airbender,252,normal,uncommon,3,109417,3fd48a57-b0bb-4177-a0f3-bd317a179cbe,0.25,false,false,near_mint,en,AUD,2026-09-02T03:10:07.667Z
Barrels of Blasting Jelly,TLA,Avatar: The Last Airbender,254,normal,common,9,108208,4fd83083-3779-41f0-90a0-a00e3270e4e6,0.35,false,false,near_mint,en,AUD,2026-09-02T03:10:33.114Z
Bender's Waterskin,TLA,Avatar: The Last Airbender,255,normal,common,1,108223,6d4a1712-d19e-4475-9614-a0b1af4da610,1.39,false,false,near_mint,en,AUD,2026-09-02T03:10:47.861Z
Fire Nation Warship,TLA,Avatar: The Last Airbender,256,normal,uncommon,3,109418,41ecc1de-353e-4131-b735-d2ce18c9c2d5,0.24,false,false,near_mint,en,AUD,2026-09-02T03:10:59.225Z
Kyoshi Battle Fan,TLA,Avatar: The Last Airbender,257,normal,common,10,109659,257e6862-96fe-4312-aff2-509d0696843a,0.18,false,false,near_mint,en,AUD,2026-09-02T03:11:19.827Z
Trusty Boomerang,TLA,Avatar: The Last Airbender,260,normal,uncommon,5,109564,df99a166-6d58-4d92-9037-2fdfbaf65629,0.22,false,false,near_mint,en,AUD,2026-09-02T03:11:43.108Z
Agna Qel'a,TLA,Avatar: The Last Airbender,264,normal,rare,1,109716,6b885829-a323-4f7d-87c9-aa4615dcbe5c,2.16,false,false,near_mint,en,AUD,2026-09-02T03:18:58.994Z
Airship Engine Room,TLA,Avatar: The Last Airbender,265,normal,common,5,109375,0b98ba34-f251-4bd0-9d75-1d4445be5cfd,0.26,false,false,near_mint,en,AUD,2026-09-02T03:19:17.650Z
Boiling Rock Prison,TLA,Avatar: The Last Airbender,267,normal,common,4,109390,1c2e2220-54d1-4180-93a0-964e3b0ba8b8,0.33,false,false,near_mint,en,AUD,2026-09-02T03:19:38.169Z
Fire Nation Palace,TLA,Avatar: The Last Airbender,268,normal,rare,1,109793,c91ac3f2-9fcd-4b41-a168-ae7f70b67d3c,3.44,false,false,near_mint,en,AUD,2026-09-02T03:19:54.809Z
Foggy Bottom Swamp,TLA,Avatar: The Last Airbender,269,normal,common,3,109396,226af626-873d-4bd2-b889-000f8316786f,0.39,false,false,near_mint,en,AUD,2026-09-02T03:20:07.189Z
Kyoshi Village,TLA,Avatar: The Last Airbender,271,normal,common,5,109487,8d5f3008-2af8-4e81-8847-1c91f524e747,0.33,false,false,near_mint,en,AUD,2026-09-02T03:20:32.701Z
Meditation Pools,TLA,Avatar: The Last Airbender,272,normal,common,5,109540,cc078fc6-4470-473f-9e24-d2c470e09141,0.36,false,false,near_mint,en,AUD,2026-09-02T03:20:51.389Z
Misty Palms Oasis,TLA,Avatar: The Last Airbender,273,normal,common,5,109473,7cc29ddb-8f44-4493-985d-2fac35f9f34d,0.32,false,false,near_mint,en,AUD,2026-09-02T03:21:03.968Z
North Pole Gates,TLA,Avatar: The Last Airbender,274,normal,common,9,109528,bcf7b9da-d35d-4338-b4d9-83e47dc058ee,0.32,false,false,near_mint,en,AUD,2026-09-02T03:21:27.651Z
Realm of Koh,TLA,Avatar: The Last Airbender,276,normal,rare,1,109914,061ac694-610c-479f-b038-a4ef5270d5d7,0.69,false,false,near_mint,en,AUD,2026-09-02T03:21:41.747Z
Rumble Arena,TLA,Avatar: The Last Airbender,277,normal,common,9,109688,3f5d2c38-663c-4f64-8cfc-c102462e82ef,0.3,false,false,near_mint,en,AUD,2026-09-02T03:21:59.189Z
Serpent's Pass,TLA,Avatar: The Last Airbender,279,normal,common,6,109514,ad87bff5-9b8c-44e4-a6d3-8cc71be9640a,0.33,false,false,near_mint,en,AUD,2026-09-02T03:22:27.091Z
Sun-Blessed Peak,TLA,Avatar: The Last Airbender,280,normal,common,3,109515,ae04c862-095f-41d2-8aef-21036d5a0cdc,0.3,false,false,near_mint,en,AUD,2026-09-02T03:22:50.056Z
White Lotus Hideout,TLA,Avatar: The Last Airbender,281,normal,uncommon,4,109399,24d1e22c-0d99-4ed5-94f0-fd055fd8e2be,0.36,false,false,near_mint,en,AUD,2026-09-02T03:23:07.845Z
Crashing Wave,TLA,Avatar: The Last Airbender,300,normal,uncommon,1,109761,a4cee0c6-8a29-4d08-9b24-c12c45c2309d,0.42,false,false,near_mint,en,AUD,2026-09-02T03:31:49.204Z
Dai Li Agents,TLA,Avatar: The Last Airbender,306,normal,uncommon,2,109476,82822ac1-9288-4bac-8afd-83563e693731,0.39,false,false,near_mint,en,AUD,2026-09-02T03:32:18.311Z
Tiger-Seal,TLA,Avatar: The Last Airbender,318,normal,rare,1,109550,d47fd63e-ddf0-4d98-8883-9ac883c20691,0.62,false,false,near_mint,en,AUD,2026-09-02T03:33:23.011Z
Raven Eagle,TLA,Avatar: The Last Airbender,324,normal,rare,1,109785,bc9b17de-ddb7-4f4c-826d-2f8e0678b680,0.97,false,false,near_mint,en,AUD,2026-09-02T03:33:53.964Z
Aang's Iceberg,TLA,Avatar: The Last Airbender,336,normal,rare,1,108121,6cd25a10-1e4e-4f47-8a67-221df4907b26,1.62,false,false,near_mint,en,AUD,2026-09-02T03:34:18.409Z
"The Mechanist, Aerial Artisan",TLA,Avatar: The Last Airbender,369,normal,rare,1,109552,d638ce04-cff8-4253-95f6-4ebdcfe01309,0.8,false,false,near_mint,en,AUD,2026-09-02T03:34:59.362Z
Spirit Water Revival,TLA,Avatar: The Last Airbender,370,normal,rare,1,109574,eadded94-3c18-43a9-bde9-f7ec86a98cce,2.81,false,false,near_mint,en,AUD,2026-09-02T03:35:16.239Z
Earth King's Lieutenant,TLA,Avatar: The Last Airbender,380,normal,rare,1,109455,6a431eaf-13a0-4052-b887-ca477bb55847,1.09,false,false,near_mint,en,AUD,2026-09-02T03:35:35.777Z
Secret Tunnel,TLA,Avatar: The Last Airbender,392,normal,rare,1,109433,51003a38-3493-4524-aed8-9681f5a89037,7.99,false,false,near_mint,en,AUD,2026-09-02T03:35:54.134Z
Waterbending Scroll,TLA,Avatar: The Last Airbender,81,normal,uncommon,1,109917,50d0be73-a2c8-44a0-9178-9949f342f6f9,0.33,false,false,near_mint,en,AUD,2026-09-02T03:48:58.516Z
Fire Nation Attacks,TLA,Avatar: The Last Airbender,299,normal,uncommon,1,109577,ed94f384-ebd2-4c30-a9bb-9cf793d9a810,0.37,false,false,near_mint,en,AUD,2026-09-02T03:51:28.547Z
Fire Nation Attacks,TLA,Avatar: The Last Airbender,133,normal,uncommon,1,108131,9cc10845-8989-46ca-a57a-fd728fca0729,0.33,false,false,near_mint,en,AUD,2026-09-02T03:51:28.548Z
Foggy Swamp Spirit Keeper,TLA,Avatar: The Last Airbender,222,normal,uncommon,2,109541,cd624be9-e960-4485-a8a9-2d5f2dd51777,0.22,false,false,near_mint,en,AUD,2026-09-02T03:51:28.545Z
"Jet, Freedom Fighter",TLA,Avatar: The Last Airbender,229,normal,uncommon,1,109490,9202c044-15e4-4218-a94d-16287ba19d69,0.22,false,false,near_mint,en,AUD,2026-09-02T03:55:43.283Z
South Pole Voyager,TLA,Avatar: The Last Airbender,35,normal,rare,1,109696,4b5ad895-be8d-476b-91ca-22fad7a3cc58,0.39,false,false,near_mint,en,AUD,2026-09-02T03:55:43.338Z
Omashu City,TLA,Avatar: The Last Airbender,275,normal,common,2,109535,c21e413b-96ed-4ded-b567-f1647074ce5f,0.37,false,false,near_mint,en,AUD,2026-09-02T03:55:43.260Z
Meteor Sword,TLA,Avatar: The Last Airbender,258,normal,uncommon,2,109712,68b1c746-a4b8-4a45-9f0e-3962f0ae40e3,0.44,false,false,near_mint,en,AUD,2026-09-02T03:55:43.268Z
Dai Li Agents,TLA,Avatar: The Last Airbender,214,normal,uncommon,2,109502,9ddb8715-341b-400a-b6eb-f3f90518157c,0.22,false,false,near_mint,en,AUD,2026-09-02T03:55:43.284Z
Insurrection,TLE,Avatar: The Last Airbender Eternal,31,normal,mythic,1,109679,37afa6fb-cb57-4ba7-ab77-1a40ad14db5b,14.07,false,false,near_mint,en,AUD,2026-09-03T04:13:30.584Z
Fire Nation Salvagers,TLE,Avatar: The Last Airbender Eternal,106,normal,rare,1,109836,fea1319c-7589-480d-a204-65ec68837e59,0.3,false,false,near_mint,en,AUD,2026-09-03T04:13:30.585Z
Dragon Moose,TLE,Avatar: The Last Airbender Eternal,278,normal,common,1,108226,71fb2595-b4b5-40b4-a3b6-236c0e2cdc83,0.19,false,false,near_mint,en,AUD,2026-09-03T04:13:30.588Z
Razor Rings,TLE,Avatar: The Last Airbender Eternal,272,normal,common,1,108238,878571d5-cc25-45a7-aab1-25f01c173c77,0.14,false,false,near_mint,en,AUD,2026-09-03T04:13:30.589Z
Path to Redemption,TLE,Avatar: The Last Airbender Eternal,271,normal,common,1,108287,dca6553f-4ba0-416b-8c04-f1c455a7cfc2,0.14,false,false,near_mint,en,AUD,2026-09-03T04:13:30.590Z
Thriving Isle,TLE,Avatar: The Last Airbender Eternal,263,normal,common,1,108247,94f93e5f-dba0-4079-8e6a-dd5d6fe6afa4,0.22,false,false,near_mint,en,AUD,2026-09-03T04:13:30.593Z
Hippo-Cows,TLE,Avatar: The Last Airbender Eternal,252,normal,common,1,108176,24ca6ca8-e239-4fe5-8711-24098b74e2fe,0.12,false,false,near_mint,en,AUD,2026-09-03T04:13:30.594Z
Dragon Moose,TLE,Avatar: The Last Airbender Eternal,235,normal,common,1,108313,fd61f469-5377-4bc1-a42b-dd66ca4ede1d,0.21,false,false,near_mint,en,AUD,2026-09-03T04:13:30.595Z
Fire Nation Ambushers,TLE,Avatar: The Last Airbender Eternal,229,normal,common,1,108254,a20aaa6c-7032-43c1-9e7c-57cf8c8ecfd4,0.1,false,false,near_mint,en,AUD,2026-09-03T04:13:30.599Z
Kyoshi Warrior Guard,TLE,Avatar: The Last Airbender Eternal,216,normal,common,1,108231,7a2acb28-c0e2-492b-a227-ef49e905e0fb,0.17,false,false,near_mint,en,AUD,2026-09-03T04:13:30.604Z
"Jet, Rebel Leader",TLE,Avatar: The Last Airbender Eternal,172,normal,rare,1,109931,0d6d68fd-59a3-4893-b804-e08c48b8d104,0.82,false,false,near_mint,en,AUD,2026-09-03T04:13:30.605Z
"Nyla, Shirshu Sleuth",TLE,Avatar: The Last Airbender Eternal,109,normal,rare,1,109817,e4760b87-b109-496a-98d1-353f67c265b8,0.28,false,false,near_mint,en,AUD,2026-09-03T04:13:30.606Z
Komodo Rhino,TLE,Avatar: The Last Airbender Eternal,283,normal,common,2,108286,d81fb19f-32f5-46ec-8532-ca24128fb0dc,0.21,false,false,near_mint,en,AUD,2026-09-03T04:13:30.586Z
Thriving Moor,TLE,Avatar: The Last Airbender Eternal,264,normal,common,2,108210,528531e8-4574-4dd5-aa4e-d31ce0f4eb5c,0.21,false,false,near_mint,en,AUD,2026-09-03T04:13:30.591Z
Purple Pentapus,TLE,Avatar: The Last Airbender Eternal,233,normal,common,3,108274,c3ec1b6e-2f63-4b84-a101-8764c3e6d0f2,0.17,false,false,near_mint,en,AUD,2026-09-03T04:13:30.596Z
Turtle-Seals,TLE,Avatar: The Last Airbender Eternal,226,normal,common,2,108188,3a144e7f-e0f7-4346-a4e8-f4a358c3b4a9,0.12,false,false,near_mint,en,AUD,2026-09-03T04:13:30.600Z
Flying Dolphin-Fish,TLE,Avatar: The Last Airbender Eternal,223,normal,common,2,108278,ccb61a51-cff6-4f88-ac17-f10852a27d06,0.14,false,false,near_mint,en,AUD,2026-09-03T04:13:30.602Z
Long-Bodied Grey Dog,HOB,The Hobbit,1,normal,common,2,115243,d1a1e520-1fe2-4529-8afb-c187bb80da3c,0.19,false,false,near_mint,en,AUD,2026-09-04T10:24:48.735Z
Old Thrush,HOB,The Hobbit,2,normal,common,2,115162,3ad02b56-13ec-46ef-92bd-ae078b8bb517,0.21,false,false,near_mint,en,AUD,2026-09-04T10:25:08.469Z
Troop of Ponies,HOB,The Hobbit,3,normal,uncommon,1,115131,0b4b1c59-bcec-4779-9e27-0e6f9feb4e11,0.51,false,false,near_mint,en,AUD,2026-09-04T10:25:31.117Z
"Dáin, Lord of the Iron Hills",HOB,The Hobbit,8,normal,uncommon,1,115213,99d27749-d16c-45e9-accc-6a01351c17f9,0.36,false,false,near_mint,en,AUD,2026-09-04T10:26:14.464Z
Dwarven Shortsword,HOB,The Hobbit,10,normal,common,3,115259,f2341cf3-4d2c-4a4f-9aea-8834104a8910,0.22,false,false,near_mint,en,AUD,2026-09-04T10:26:44.234Z
Eagle of the Great Shelf,HOB,The Hobbit,11,normal,uncommon,2,114895,3feca644-5f65-4477-bbc8-d505cec6f3a5,0.22,false,false,near_mint,en,AUD,2026-09-04T10:27:21.791Z
Esgaroth Garrison,HOB,The Hobbit,13,normal,common,3,115177,573f67b0-6ce8-4857-a703-4a5728640736,0.24,false,false,near_mint,en,AUD,2026-09-04T10:27:44.872Z
Lake-town Lookout,HOB,The Hobbit,18,normal,common,3,115138,178c4cf6-6b11-40e4-9673-c560d6818a6b,0.22,false,false,near_mint,en,AUD,2026-09-04T10:28:19.183Z
Magnificent End,HOB,The Hobbit,20,normal,common,2,115170,430c8916-1167-400b-9cad-d301f59d5e5d,0.18,false,false,near_mint,en,AUD,2026-09-04T10:29:05.979Z
Moment of Glory,HOB,The Hobbit,21,normal,common,1,115130,0a6a6ff0-b1cd-4b06-bd31-612690094e0e,0.14,false,false,near_mint,en,AUD,2026-09-04T10:29:31.204Z
The Mountain-king's Return,HOB,The Hobbit,22,normal,uncommon,2,114898,68f4893d-e9a5-4f89-ade3-9ab78a834ad5,0.3,false,false,near_mint,en,AUD,2026-09-04T10:29:53.853Z
"Ori, Keeper of Songs",HOB,The Hobbit,23,normal,common,5,115081,c5727af5-a487-4b16-8278-81c3c928c417,0.21,false,false,near_mint,en,AUD,2026-09-04T10:31:01.914Z
Thorin's Last Stand,HOB,The Hobbit,28,normal,common,3,115134,127367b6-9cfe-4516-9bfd-5b951468a25c,0.17,false,false,near_mint,en,AUD,2026-09-04T10:31:41.551Z
Velvetwing Butterflies // Gaze in Wonder,HOB,The Hobbit,30,normal,common,4,115180,5cc0f994-5048-4898-926e-b56cbc97e0ca,0.17,false,false,near_mint,en,AUD,2026-09-04T10:32:20.113Z
Vow to Erebor,HOB,The Hobbit,31,normal,common,2,115210,8d4f3eb5-fedf-45d6-8bd8-aacbe0ce33b2,0.19,false,false,near_mint,en,AUD,2026-09-04T10:32:58.917Z
"Bilbo Baggins, Burglar // Take a Glance",HOB,The Hobbit,34,normal,common,2,115057,6a109b3e-9f5b-4625-abb7-6b992c10530b,0.19,false,false,near_mint,en,AUD,2026-09-04T10:33:36.292Z
Confusticate and Bebother,HOB,The Hobbit,35,normal,common,3,115071,9de48690-e5ae-495a-addf-305f1db7ec21,0.28,false,false,near_mint,en,AUD,2026-09-04T10:34:08.058Z
Elvenking's Harper,HOB,The Hobbit,38,normal,common,2,115214,9c50656d-c74a-4e90-9ef7-afa237682516,0.19,false,false,near_mint,en,AUD,2026-09-04T10:34:47.379Z
Enchanted River's Grasp,HOB,The Hobbit,39,normal,common,6,115225,ad40a4b9-9fab-49c1-8e9f-6e0776966833,0.17,false,false,near_mint,en,AUD,2026-09-04T10:35:27.736Z
